title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
Scalable fabrication of organic solar cells based on non-fullerene acceptors,2019,10.1088/2058-8585/ab5f57,https://openalex.org/W2993253018,84,True,https://iopscience.iop.org/article/10.1088/2058-8585/ab5f57/pdf,https://doi.org/10.1088/2058-8585/ab5f57,Flexible and Printed Electronics,search_only
Fluoropolymer-based organic memristor with multifunctionality for flexible neural network system,2021,10.1038/s41528-021-00132-w,https://openalex.org/W4200230981,84,True,https://www.nature.com/articles/s41528-021-00132-w.pdf,https://doi.org/10.1038/s41528-021-00132-w,npj Flexible Electronics,search_only
Highly efficient and stable inverted perovskite solar cells using down-shifting quantum dots as a light management layer and moisture-assisted film growth,2019,10.1039/c9ta03131f,https://openalex.org/W2944941719,84,True,https://pubs.rsc.org/en/content/articlepdf/2019/ta/c9ta03131f,https://doi.org/10.1039/c9ta03131f,Journal of Materials Chemistry A,search_only
Room-Temperature Sputtered SnO2 as Robust Electron Transport Layer for Air-Stable and Efficient Perovskite Solar Cells on Rigid and Flexible Substrates,2019,10.1038/s41598-019-42962-9,https://openalex.org/W2943813491,83,True,https://www.nature.com/articles/s41598-019-42962-9.pdf,https://doi.org/10.1038/s41598-019-42962-9,Scientific Reports,search_only
Hot-Casting Large-Grain Perovskite Film for Efficient Solar Cells: Film Formation and Device Performance,2020,10.1007/s40820-020-00494-2,https://openalex.org/W3046826186,83,True,https://link.springer.com/content/pdf/10.1007/s40820-020-00494-2.pdf,https://doi.org/10.1007/s40820-020-00494-2,Nano-Micro Letters,search_only
Self-assembled materials with an ordered hydrophilic bilayer for high performance inverted Perovskite solar cells,2025,10.1038/s41467-024-55523-0,https://openalex.org/W4406002810,83,True,https://www.nature.com/articles/s41467-024-55523-0.pdf,https://doi.org/10.1038/s41467-024-55523-0,Nature Communications,search_only
Cu-doped nickel oxide interface layer with nanoscale thickness for efficient and highly stable printable carbon-based perovskite solar cell,2019,10.1016/j.solener.2019.02.056,https://openalex.org/W2917969097,83,True,https://www.sciencedirect.com/science/article/pii/S0038092X19301823,https://doi.org/10.1016/j.solener.2019.02.056,Solar Energy,search_only
Advances in Optical Imaging and Optical Communications Based on High‐Quality Halide Perovskite Photodetectors,2023,10.1002/adfm.202311205,https://openalex.org/W4389095787,82,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202311205,https://doi.org/10.1002/adfm.202311205,Advanced Functional Materials,search_only
Exploring the Limiting Open‐Circuit Voltage and the Voltage Loss Mechanism in Planar CH<sub>3</sub>NH<sub>3</sub>PbBr<sub>3</sub> Perovskite Solar Cells,2016,10.1002/aenm.201600132,https://openalex.org/W2462079316,82,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201600132,https://doi.org/10.1002/aenm.201600132,Advanced Energy Materials,search_only
"Green solvents, materials, and lead-free semiconductors for sustainable fabrication of perovskite solar cells",2023,10.1039/d3ra01692g,https://openalex.org/W4380785247,82,True,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra01692g,https://doi.org/10.1039/d3ra01692g,RSC Advances,search_only
"Progress in Synthesis of Conductive Polymer Poly(3,4-Ethylenedioxythiophene)",2021,10.3389/fchem.2021.803509,https://openalex.org/W4200242719,82,True,https://www.frontiersin.org/articles/10.3389/fchem.2021.803509/pdf,https://doi.org/10.3389/fchem.2021.803509,Frontiers in Chemistry,search_only
Conducting Polymer Based Ammonia and Hydrogen Sulfide Chemical Sensors and Their Suitability for Detecting Food Spoilage,2022,10.1002/admt.202200841,https://openalex.org/W4309554669,82,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202200841,https://doi.org/10.1002/admt.202200841,Advanced Materials Technologies,search_only
Low Temperature Processed Fully Printed Efficient Planar Structure Carbon Electrode Perovskite Solar Cells and Modules,2021,10.1002/aenm.202101219,https://openalex.org/W3170663104,82,True,,https://doi.org/10.1002/aenm.202101219,Advanced Energy Materials,search_only
Efficient Two-Dimensional Perovskite Solar Cells Realized by Incorporation of Ti3C2Tx MXene as Nano-Dopants,2021,10.1007/s40820-021-00602-w,https://openalex.org/W3130219113,82,True,https://link.springer.com/content/pdf/10.1007/s40820-021-00602-w.pdf,https://doi.org/10.1007/s40820-021-00602-w,Nano-Micro Letters,search_only
High-Performance Blue Quasi-2D Perovskite Light-Emitting Diodes via Balanced Carrier Confinement and Transfer,2022,10.1007/s40820-022-00807-7,https://openalex.org/W4213336081,81,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00807-7.pdf,https://doi.org/10.1007/s40820-022-00807-7,Nano-Micro Letters,search_only
Advanced low‐dimensional carbon materials for flexible devices,2020,10.1002/inf2.12073,https://openalex.org/W2999442122,81,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12073,https://doi.org/10.1002/inf2.12073,InfoMat,search_only
Potential of PEDOT:PSS as a hole selective front contact for silicon heterojunction solar cells,2017,10.1038/s41598-017-01946-3,https://openalex.org/W2581126919,81,True,https://www.nature.com/articles/s41598-017-01946-3.pdf,https://doi.org/10.1038/s41598-017-01946-3,Scientific Reports,search_only
Ambipolar blend-based organic electrochemical transistors and inverters,2022,10.1038/s41467-022-33264-2,https://openalex.org/W4296616203,81,True,https://www.nature.com/articles/s41467-022-33264-2.pdf,https://doi.org/10.1038/s41467-022-33264-2,Nature Communications,search_only
Spray-cast multilayer perovskite solar cells with an active-area of 1.5 cm2,2017,10.1038/s41598-017-08642-2,https://openalex.org/W2743377325,81,True,https://www.nature.com/articles/s41598-017-08642-2.pdf,https://doi.org/10.1038/s41598-017-08642-2,Scientific Reports,search_only
Highly Efficient Perovskite Solar Cells Using Non‐Toxic Industry Compatible Solvent System,2017,10.1002/solr.201700091,https://openalex.org/W2756270870,81,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.201700091,https://doi.org/10.1002/solr.201700091,Solar RRL,search_only
Green Perovskite Distributed Feedback Lasers,2017,10.1038/s41598-017-11569-3,https://openalex.org/W2754344272,81,True,https://www.nature.com/articles/s41598-017-11569-3.pdf,https://doi.org/10.1038/s41598-017-11569-3,Scientific Reports,search_only
Long-chain anionic surfactants enabling stable perovskite/silicon tandems with greatly suppressed stress corrosion,2023,10.1038/s41467-023-37877-z,https://openalex.org/W4365815336,81,True,https://www.nature.com/articles/s41467-023-37877-z.pdf,https://doi.org/10.1038/s41467-023-37877-z,Nature Communications,search_only
Inhibition of defect-induced α-to-δ phase transition for efficient and stable formamidinium perovskite solar cells,2023,10.1038/s41467-023-41853-y,https://openalex.org/W4387222526,80,True,https://www.nature.com/articles/s41467-023-41853-y.pdf,https://doi.org/10.1038/s41467-023-41853-y,Nature Communications,search_only
Engineering Perovskite Precursor Inks for Scalable Production of High‐Efficiency Perovskite Photovoltaic Modules,2023,10.1002/aenm.202300595,https://openalex.org/W4366768377,80,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300595,https://doi.org/10.1002/aenm.202300595,Advanced Energy Materials,search_only
Sustainable solvent selection for the manufacture of methylammonium lead triiodide (MAPbI<sub>3</sub>) perovskite solar cells,2021,10.1039/d1gc00079a,https://openalex.org/W3137560241,80,True,https://pubs.rsc.org/en/content/articlepdf/2021/gc/d1gc00079a,https://doi.org/10.1039/d1gc00079a,Green Chemistry,search_only
Additives in metal halide perovskite films and their applications in solar cells,2019,10.1016/j.jechem.2019.11.008,https://openalex.org/W2990571533,80,True,https://ars.els-cdn.com/content/image/1-s2.0-S2095495619308988-fx1_lrg.jpg,https://doi.org/10.1016/j.jechem.2019.11.008,Journal of Energy Chemistry,search_only
Light Intensity-dependent Variation in Defect Contributions to Charge Transport and Recombination in a Planar MAPbI3 Perovskite Solar Cell,2019,10.1038/s41598-019-56338-6,https://openalex.org/W2998462906,80,True,https://www.nature.com/articles/s41598-019-56338-6.pdf,https://doi.org/10.1038/s41598-019-56338-6,Scientific Reports,search_only
Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells,2016,10.1039/c6cp03851d,https://openalex.org/W2513787083,80,True,https://pubs.rsc.org/en/content/articlepdf/2016/cp/c6cp03851d,https://doi.org/10.1039/c6cp03851d,Physical Chemistry Chemical Physics,search_only
"Antimonene: a tuneable post-graphene material for advanced applications in optoelectronics, catalysis, energy and biomedicine",2023,10.1039/d2cs00570k,https://openalex.org/W4319294039,79,True,https://pubs.rsc.org/en/content/articlepdf/2023/cs/d2cs00570k,https://doi.org/10.1039/d2cs00570k,Chemical Society Reviews,search_only
"Metal Halide Perovskite@Metal‐Organic Framework Hybrids: Synthesis, Design, Properties, and Applications",2020,10.1002/smll.202004891,https://openalex.org/W3095630064,79,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202004891,https://doi.org/10.1002/smll.202004891,Small,search_only
Perfection of Perovskite Grain Boundary Passivation by Eu‐Porphyrin Complex for Overall‐Stable Perovskite Solar Cells,2019,10.1002/advs.201802040,https://openalex.org/W2914117702,79,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201802040,https://doi.org/10.1002/advs.201802040,Advanced Science,search_only
Gradient 2D/3D Perovskite Films Prepared by Hot‐Casting for Sensitive Photodetectors,2020,10.1002/advs.202000776,https://openalex.org/W3031588819,78,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202000776,https://doi.org/10.1002/advs.202000776,Advanced Science,search_only
Modulating preferred crystal orientation for efficient and stable perovskite solar cells—From progress to perspectives,2022,10.1002/inf2.12369,https://openalex.org/W4296120607,78,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12369,https://doi.org/10.1002/inf2.12369,InfoMat,search_only
Thin-Film Coating Methods: A Successful Marriage of High-Quality and Cost-Effectiveness- A Brief Exploration,2022,10.20944/preprints202207.0177.v1,https://openalex.org/W4285396055,78,True,https://www.preprints.org/manuscript/202207.0177/v1/download,https://doi.org/10.20944/preprints202207.0177.v1,Preprints.org,search_only
Solar cell-based hybrid energy harvesters towards sustainability,2023,10.29026/oes.2023.230011,https://openalex.org/W4386528174,78,True,https://www.oejournal.org/data/article/export-pdf?id=64f9403599d8810cd28a750d,https://doi.org/10.29026/oes.2023.230011,Opto-Electronic Science,search_only
Spray Pyrolyzed TiO2 Embedded Multi-Layer Front Contact Design for High-Efficiency Perovskite Solar Cells,2021,10.1007/s40820-020-00559-2,https://openalex.org/W3118912220,78,True,https://link.springer.com/content/pdf/10.1007/s40820-020-00559-2.pdf,https://doi.org/10.1007/s40820-020-00559-2,Nano-Micro Letters,search_only
Fully Solution Processed Pure α‐Phase Formamidinium Lead Iodide Perovskite Solar Cells for Scalable Production in Ambient Condition,2020,10.1002/aenm.202001869,https://openalex.org/W3088636866,78,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202001869,https://doi.org/10.1002/aenm.202001869,Advanced Energy Materials,search_only
Synaptic plasticity in self-powered artificial striate cortex for binocular orientation selectivity,2022,10.1038/s41467-022-33393-8,https://openalex.org/W4296995096,78,True,https://www.nature.com/articles/s41467-022-33393-8.pdf,https://doi.org/10.1038/s41467-022-33393-8,Nature Communications,search_only
Foldable and washable textile-based OLEDs with a multi-functional near-room-temperature encapsulation layer for smart e-textiles,2021,10.1038/s41528-021-00112-0,https://openalex.org/W3181448864,78,True,https://www.nature.com/articles/s41528-021-00112-0.pdf,https://doi.org/10.1038/s41528-021-00112-0,npj Flexible Electronics,search_only
Base Metal Co-Fired Multilayer Piezoelectrics,2016,10.3390/act5010008,https://openalex.org/W2288814601,78,True,https://www.mdpi.com/2076-0825/5/1/8/pdf?version=1457065698,https://doi.org/10.3390/act5010008,Actuators,search_only
Green-Solvent Processed Blade-Coating Organic Solar Cells with an Efficiency Approaching 19% Enabled by Alkyl-Tailored Acceptors,2023,10.1007/s40820-023-01208-0,https://openalex.org/W4388219570,77,True,https://link.springer.com/content/pdf/10.1007/s40820-023-01208-0.pdf,https://doi.org/10.1007/s40820-023-01208-0,Nano-Micro Letters,search_only
Recent Development in ITO-free Flexible Polymer Solar Cells,2017,10.3390/polym10010005,https://openalex.org/W2780471908,77,True,https://www.mdpi.com/2073-4360/10/1/5/pdf?version=1513933576,https://doi.org/10.3390/polym10010005,Polymers,search_only
A Review on Materials and Technologies for Organic Large‐Area Electronics,2021,10.1002/admt.202001016,https://openalex.org/W3150458467,77,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202001016,https://doi.org/10.1002/admt.202001016,Advanced Materials Technologies,search_only
Recent Development and Environmental Applications of Nanocellulose-Based Membranes,2022,10.3390/membranes12030287,https://openalex.org/W4214907730,77,True,https://www.mdpi.com/2077-0375/12/3/287/pdf?version=1646217796,https://doi.org/10.3390/membranes12030287,Membranes,search_only
Enhancing photovoltaic performance of perovskite solar cells with silica nanosphere antireflection coatings,2018,10.1016/j.solener.2018.04.044,https://openalex.org/W2800758889,76,True,https://www.sciencedirect.com/science/article/pii/S0038092X18304018,https://doi.org/10.1016/j.solener.2018.04.044,Solar Energy,search_only
Surface passivation of intensely luminescent all-inorganic nanocrystals and their direct optical patterning,2023,10.1038/s41467-022-35702-7,https://openalex.org/W4313546348,76,True,https://www.nature.com/articles/s41467-022-35702-7.pdf,https://doi.org/10.1038/s41467-022-35702-7,Nature Communications,search_only
Dopant‐Free Crossconjugated Hole‐Transporting Polymers for Highly Efficient Perovskite Solar Cells,2020,10.1002/advs.201903331,https://openalex.org/W3029242053,76,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201903331,https://doi.org/10.1002/advs.201903331,Advanced Science,search_only
Strain-insensitive viscoelastic perovskite film for intrinsically stretchable neuromorphic vision-adaptive transistors,2024,10.1038/s41467-024-47532-w,https://openalex.org/W4394646548,76,True,https://www.nature.com/articles/s41467-024-47532-w.pdf,https://doi.org/10.1038/s41467-024-47532-w,Nature Communications,search_only
Field‐Effect Transistors Based on Formamidinium Tin Triiodide Perovskite,2021,10.1002/adfm.202008478,https://openalex.org/W3123740976,76,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202008478,https://doi.org/10.1002/adfm.202008478,Advanced Functional Materials,search_only
Progress in organic-inorganic hybrid halide perovskite single crystal: growth techniques and applications,2017,10.1007/s40843-017-9039-8,https://openalex.org/W2621364702,75,True,https://link.springer.com/content/pdf/10.1007%2Fs40843-017-9039-8.pdf,https://doi.org/10.1007/s40843-017-9039-8,Science China Materials,search_only
